Delay [ns]	Avg StS	0204 Delay[ns]	0204 StS	0205 Delay[ns]	0205 StS	0206 Delay[ns]	0206 StS	0207 Delay[ns]	0207 StS	0208 Delay[ns]	0208 StS	0209 Delay[ns]	0209 StS	0210 Delay[ns]	0210 StS	0211 Delay[ns]	0211 StS
1.075500e+02	3.255804e+07	1.075500e+02	3.177337e+07	1.075500e+02	3.373200e+07	1.075500e+02	1.180336e+07	1.075500e+02	-2.163034e+07	1.075500e+02	-1.538289e+07	1.075500e+02	5.459679e+07	1.075500e+02	7.556558e+07	1.075500e+02	9.000644e+07
1.078500e+02	1.643911e+07	1.078500e+02	3.892102e+07	1.078500e+02	-4.120956e+07	1.078500e+02	-1.872455e+07	1.078500e+02	1.104373e+08	1.078500e+02	5.402790e+07	1.078500e+02	3.107999e+07	1.078500e+02	-4.194205e+07	1.078500e+02	-1.077206e+06
1.081500e+02	4.656409e+07	1.081500e+02	4.656514e+07	1.081500e+02	8.298860e+07	1.081500e+02	1.863754e+07	1.081500e+02	7.972245e+07	1.081500e+02	8.710986e+07	1.081500e+02	-2.999630e+07	1.081500e+02	3.957386e+07	1.081500e+02	4.791154e+07
1.082500e+02	3.674298e+07	1.082500e+02	1.765090e+07	1.082500e+02	2.127876e+06	1.082500e+02	1.650288e+07	1.082500e+02	6.935168e+07	1.082500e+02	-4.056423e+06	1.082500e+02	5.249254e+07	1.082500e+02	4.395200e+07	1.082500e+02	9.592236e+07
1.083500e+02	2.276290e+07	1.083500e+02	4.749049e+07	1.083500e+02	8.821517e+07	1.083500e+02	-1.969055e+07	1.083500e+02	-8.011598e+07	1.083500e+02	6.485939e+07	1.083500e+02	4.947093e+07	1.083500e+02	-4.436058e+06	1.083500e+02	3.630980e+07
1.084000e+02	2.004673e+07	1.084000e+02	-2.474638e+07	1.084000e+02	4.065410e+07	1.084000e+02	-1.101501e+07	1.084000e+02	5.203471e+07	1.084000e+02	-7.067145e+07	1.084000e+02	2.053829e+07	1.084000e+02	4.666761e+07	1.084000e+02	1.069120e+08
1.084250e+02	1.298214e+07	1.084250e+02	-3.405574e+07	1.084250e+02	3.286096e+07	1.084250e+02	-5.525473e+06	1.084250e+02	-1.615602e+07	1.084250e+02	-9.205570e+06	1.084250e+02	2.374786e+07	1.084250e+02	6.617258e+07	1.084250e+02	4.601855e+07
1.084500e+02	4.196055e+07	1.084500e+02	4.732112e+07	1.084500e+02	7.224101e+07	1.084500e+02	3.549240e+07	1.084500e+02	2.426000e+07	1.084500e+02	3.110631e+07	1.084500e+02	4.113844e+07	1.084500e+02	5.513764e+07	1.084500e+02	2.898749e+07
1.084750e+02	4.709579e+07	1.084750e+02	7.723831e+07	1.084750e+02	1.271128e+07	1.084750e+02	5.209143e+07	1.084750e+02	1.167873e+06	1.084750e+02	5.298106e+07	1.084750e+02	2.398484e+07	1.084750e+02	-1.605796e+03	1.084750e+02	1.565931e+08
1.085000e+02	6.451258e+07	1.085000e+02	1.074751e+08	1.085000e+02	1.329911e+08	1.085000e+02	2.226923e+07	1.085000e+02	1.187840e+08	1.085000e+02	5.992120e+07	1.085000e+02	-5.247729e+07	1.085000e+02	1.012555e+08	1.085000e+02	2.588184e+07
1.085250e+02	4.487777e+07	1.085250e+02	2.082738e+07	1.085250e+02	9.149969e+07	1.085250e+02	8.149578e+07	1.085250e+02	8.159022e+06	1.085250e+02	9.535340e+07	1.085250e+02	3.395169e+07	1.085250e+02	-7.796699e+06	1.085250e+02	3.553189e+07
1.085500e+02	3.792726e+07	1.085500e+02	6.634960e+07	1.085500e+02	1.008251e+08	1.085500e+02	8.605539e+07	1.085500e+02	-3.272475e+07	1.085500e+02	-6.250065e+07	1.085500e+02	8.238911e+07	1.085500e+02	8.579967e+07	1.085500e+02	-2.277535e+07
1.085750e+02	1.899772e+07	1.085750e+02	8.952156e+07	1.085750e+02	6.456239e+06	1.085750e+02	4.521877e+06	1.085750e+02	-7.412488e+07	1.085750e+02	3.841303e+07	1.085750e+02	-4.625274e+07	1.085750e+02	3.139088e+07	1.085750e+02	1.020558e+08
1.086000e+02	4.978798e+07	1.086000e+02	-1.253212e+07	1.086000e+02	9.668333e+06	1.086000e+02	1.252281e+08	1.086000e+02	1.805450e+08	1.086000e+02	2.091117e+06	1.086000e+02	8.721015e+06	1.086000e+02	4.538195e+07	1.086000e+02	3.920045e+07
1.086500e+02	3.953574e+07	1.086500e+02	-2.504818e+07	1.086500e+02	2.373726e+07	1.086500e+02	1.599411e+08	1.086500e+02	-5.317243e+07	1.086500e+02	2.095027e+07	1.086500e+02	1.182258e+08	1.086500e+02	2.804570e+07	1.086500e+02	4.360638e+07
1.087500e+02	8.193442e+06	1.087500e+02	-7.930041e+07	1.087500e+02	5.610202e+07	1.087500e+02	-7.784606e+07	1.087500e+02	-4.613619e+07	1.087500e+02	4.280354e+07	1.087500e+02	-2.804523e+07	1.087500e+02	1.252374e+08	1.087500e+02	7.273247e+07
1.088500e+02	2.549849e+07	1.088500e+02	3.254689e+07	1.088500e+02	-1.862367e+07	1.088500e+02	4.158477e+07	1.088500e+02	4.696518e+06	1.088500e+02	2.721228e+07	1.088500e+02	7.663972e+06	1.088500e+02	4.969572e+07	1.088500e+02	5.921142e+07
1.089500e+02	2.203582e+07	1.089500e+02	3.988807e+07	1.089500e+02	6.005800e+07	1.089500e+02	-4.871388e+07	1.089500e+02	7.703347e+07	1.089500e+02	3.765603e+07	1.089500e+02	-1.210866e+07	1.089500e+02	-5.294485e+07	1.089500e+02	7.541835e+07
1.092500e+02	3.779840e+07	1.092500e+02	-2.205631e+07	1.092500e+02	3.050702e+07	1.092500e+02	1.161242e+08	1.092500e+02	6.507833e+07	1.092500e+02	-3.365352e+07	1.092500e+02	5.275596e+07	1.092500e+02	4.957940e+07	1.092500e+02	4.405209e+07
1.095500e+02	4.164716e+07	1.095500e+02	5.155745e+07	1.095500e+02	8.062357e+07	1.095500e+02	2.301780e+06	1.095500e+02	7.437000e+05	1.095500e+02	4.214476e+07	1.095500e+02	2.720551e+07	1.095500e+02	7.262921e+07	1.095500e+02	5.597130e+07
1.098500e+02	2.971201e+07	1.098500e+02	1.131552e+08	1.098500e+02	-1.622083e+07	1.098500e+02	-1.992279e+07	1.098500e+02	3.867976e+07	1.098500e+02	2.170703e+07	1.098500e+02	1.151288e+07	1.098500e+02	9.597507e+07	1.098500e+02	-7.190249e+06
1.101500e+02	6.279442e+07	1.101500e+02	1.212169e+08	1.101500e+02	4.647736e+07	1.101500e+02	5.949653e+07	1.101500e+02	6.026757e+07	1.101500e+02	7.965407e+07	1.101500e+02	4.796109e+06	1.101500e+02	8.377457e+07	1.101500e+02	4.667226e+07
1.102500e+02	3.652020e+06	1.102500e+02	-5.933203e+06	1.102500e+02	-2.593196e+07	1.102500e+02	2.686816e+07	1.102500e+02	-1.008482e+08	1.102500e+02	-2.590534e+07	1.102500e+02	4.988875e+07	1.102500e+02	6.896803e+07	1.102500e+02	4.210992e+07
1.103500e+02	3.017876e+07	1.103500e+02	7.374524e+07	1.103500e+02	4.607211e+07	1.103500e+02	4.749917e+07	1.103500e+02	-5.222216e+07	1.103500e+02	-6.027964e+07	1.103500e+02	9.536796e+07	1.103500e+02	1.014250e+08	1.103500e+02	-1.017762e+07
1.104000e+02	9.376294e+06	1.104000e+02	7.169675e+07	1.104000e+02	5.411463e+07	1.104000e+02	5.580997e+07	1.104000e+02	-8.529387e+07	1.104000e+02	-7.740410e+07	1.104000e+02	4.550761e+07	1.104000e+02	2.789870e+07	1.104000e+02	-1.731934e+07
1.104250e+02	1.742330e+07	1.104250e+02	1.061548e+08	1.104250e+02	-4.308751e+07	1.104250e+02	-1.699674e+07	1.104250e+02	-1.141901e+07	1.104250e+02	3.483735e+07	1.104250e+02	3.191037e+07	1.104250e+02	2.472887e+07	1.104250e+02	1.325823e+07
1.104500e+02	1.943144e+07	1.104500e+02	3.331362e+07	1.104500e+02	3.166974e+07	1.104500e+02	6.623739e+07	1.104500e+02	3.118512e+07	1.104500e+02	5.848140e+07	1.104500e+02	-1.066612e+07	1.104500e+02	4.037137e+07	1.104500e+02	-9.514098e+07
1.104750e+02	2.751884e+07	1.104750e+02	5.667753e+07	1.104750e+02	4.977237e+07	1.104750e+02	-8.025837e+06	1.104750e+02	-3.151905e+06	1.104750e+02	3.316183e+06	1.104750e+02	-2.539593e+07	1.104750e+02	5.472227e+07	1.104750e+02	9.223604e+07
1.105000e+02	4.143457e+07	1.105000e+02	3.182170e+07	1.105000e+02	9.011790e+07	1.105000e+02	-5.035249e+06	1.105000e+02	-9.429753e+06	1.105000e+02	-1.428991e+07	1.105000e+02	1.371512e+07	1.105000e+02	8.584237e+07	1.105000e+02	1.387344e+08
1.105250e+02	1.217106e+07	1.105250e+02	2.381544e+07	1.105250e+02	9.742536e+05	1.105250e+02	-4.041307e+07	1.105250e+02	1.887912e+07	1.105250e+02	8.269856e+07	1.105250e+02	2.845699e+07	1.105250e+02	2.297752e+07	1.105250e+02	-4.002032e+07
1.105500e+02	3.974079e+07	1.105500e+02	6.915807e+07	1.105500e+02	-1.066162e+07	1.105500e+02	5.361197e+07	1.105500e+02	3.155101e+06	1.105500e+02	7.424764e+07	1.105500e+02	6.005797e+07	1.105500e+02	-3.994829e+06	1.105500e+02	7.235201e+07
1.105750e+02	4.336400e+07	1.105750e+02	1.011971e+08	1.105750e+02	3.402973e+07	1.105750e+02	-2.046868e+07	1.105750e+02	-7.412287e+07	1.105750e+02	8.395685e+07	1.105750e+02	4.935780e+07	1.105750e+02	1.657118e+08	1.105750e+02	7.250276e+06
1.106000e+02	2.723286e+07	1.106000e+02	5.872861e+07	1.106000e+02	-1.941951e+06	1.106000e+02	3.340642e+07	1.106000e+02	-3.610604e+07	1.106000e+02	1.012382e+08	1.106000e+02	6.644220e+07	1.106000e+02	-1.118226e+07	1.106000e+02	7.277669e+06
1.106500e+02	6.007037e+06	1.106500e+02	1.691059e+07	1.106500e+02	-5.556789e+07	1.106500e+02	-5.098046e+06	1.106500e+02	-1.382547e+07	1.106500e+02	2.451730e+07	1.106500e+02	5.447215e+07	1.106500e+02	-4.723968e+07	1.106500e+02	7.388734e+07
1.107500e+02	3.825858e+07	1.107500e+02	9.778370e+07	1.107500e+02	-4.289359e+07	1.107500e+02	2.042970e+07	1.107500e+02	1.597086e+07	1.107500e+02	8.663420e+07	1.107500e+02	2.320536e+07	1.107500e+02	8.390570e+07	1.107500e+02	2.103272e+07
1.108500e+02	-1.023263e+07	1.108500e+02	-1.014008e+08	1.108500e+02	-9.901103e+06	1.108500e+02	-1.017853e+06	1.108500e+02	1.164184e+07	1.108500e+02	2.672040e+07	1.108500e+02	-2.550915e+07	1.108500e+02	-2.530296e+07	1.108500e+02	4.290861e+07
1.109500e+02	1.180196e+07	1.109500e+02	2.842510e+07	1.109500e+02	-5.923303e+07	1.109500e+02	1.251727e+08	1.109500e+02	-4.595399e+07	1.109500e+02	-6.119422e+07	1.109500e+02	6.910358e+06	1.109500e+02	2.725978e+07	1.109500e+02	7.302901e+07
1.112500e+02	3.356064e+07	1.112500e+02	7.111628e+07	1.112500e+02	3.349545e+07	1.112500e+02	3.982569e+07	1.112500e+02	-2.161088e+07	1.112500e+02	1.174995e+08	1.112500e+02	-2.265758e+07	1.112500e+02	1.717381e+07	1.112500e+02	3.364282e+07
1.115500e+02	3.560259e+07	1.115500e+02	4.012126e+07	1.115500e+02	4.731467e+07	1.115500e+02	-1.716398e+07	1.115500e+02	9.343426e+07	1.115500e+02	4.202780e+07	1.115500e+02	5.425090e+06	1.115500e+02	4.962956e+07	1.115500e+02	2.403210e+07
1.118500e+02	4.153402e+07	1.118500e+02	9.564960e+07	1.118500e+02	3.806841e+07	1.118500e+02	7.398302e+07	1.118500e+02	9.704658e+05	1.118500e+02	7.820392e+07	1.118500e+02	-5.660841e+07	1.118500e+02	1.650061e+07	1.118500e+02	8.550458e+07
1.121500e+02	5.806248e+07	1.121500e+02	1.087247e+08	1.121500e+02	5.014493e+07	1.121500e+02	1.040377e+08	1.121500e+02	-3.478176e+07	1.121500e+02	9.172788e+07	1.121500e+02	-2.634388e+07	1.121500e+02	3.287287e+07	1.121500e+02	1.381174e+08
1.122500e+02	4.220641e+07	1.122500e+02	6.340425e+07	1.122500e+02	1.159057e+08	1.122500e+02	3.880890e+07	1.122500e+02	4.156954e+07	1.122500e+02	-4.387830e+07	1.122500e+02	-2.822164e+06	1.122500e+02	1.005241e+08	1.122500e+02	2.413925e+07
1.123500e+02	-2.257574e+06	1.123500e+02	-3.152674e+07	1.123500e+02	-5.648637e+07	1.123500e+02	-6.984123e+07	1.123500e+02	4.856654e+07	1.123500e+02	3.645286e+07	1.123500e+02	2.739690e+07	1.123500e+02	2.439006e+07	1.123500e+02	2.987385e+06
1.124000e+02	4.087049e+07	1.124000e+02	1.139321e+08	1.124000e+02	1.542193e+07	1.124000e+02	3.239289e+07	1.124000e+02	6.481832e+07	1.124000e+02	-2.115553e+07	1.124000e+02	7.976484e+07	1.124000e+02	5.867476e+06	1.124000e+02	3.592192e+07
1.124250e+02	2.316439e+07	1.124250e+02	4.171788e+07	1.124250e+02	-1.241539e+07	1.124250e+02	5.292953e+07	1.124250e+02	-6.565964e+07	1.124250e+02	3.015866e+06	1.124250e+02	-3.888747e+07	1.124250e+02	7.277557e+07	1.124250e+02	1.318388e+08
1.124500e+02	1.921839e+07	1.124500e+02	9.889975e+07	1.124500e+02	5.264340e+07	1.124500e+02	-1.211763e+07	1.124500e+02	2.803966e+07	1.124500e+02	-3.364836e+07	1.124500e+02	2.853616e+07	1.124500e+02	-3.465873e+07	1.124500e+02	2.605289e+07
1.124750e+02	3.416492e+07	1.124750e+02	8.721884e+07	1.124750e+02	-9.549031e+06	1.124750e+02	1.676648e+07	1.124750e+02	4.299160e+07	1.124750e+02	6.129391e+06	1.124750e+02	5.077848e+07	1.124750e+02	4.880897e+06	1.124750e+02	7.410271e+07
1.125000e+02	2.620600e+07	1.125000e+02	3.469562e+07	1.125000e+02	-6.187339e+07	1.125000e+02	8.610838e+07	1.125000e+02	6.433758e+07	1.125000e+02	8.129449e+06	1.125000e+02	5.477183e+07	1.125000e+02	-4.799078e+07	1.125000e+02	7.146932e+07
1.125250e+02	2.519821e+07	1.125250e+02	8.141221e+07	1.125250e+02	4.270722e+07	1.125250e+02	-2.346522e+07	1.125250e+02	3.513262e+07	1.125250e+02	1.630567e+07	1.125250e+02	4.813320e+07	1.125250e+02	2.548721e+07	1.125250e+02	-2.412725e+07
1.125500e+02	3.659512e+07	1.125500e+02	4.006392e+07	1.125500e+02	8.318226e+07	1.125500e+02	3.289422e+07	1.125500e+02	-2.740452e+07	1.125500e+02	4.814387e+07	1.125500e+02	9.077810e+07	1.125500e+02	6.662027e+07	1.125500e+02	-4.151715e+07
1.125750e+02	2.104182e+07	1.125750e+02	-3.275179e+07	1.125750e+02	4.367218e+07	1.125750e+02	1.597359e+08	1.125750e+02	-6.996102e+07	1.125750e+02	4.084985e+06	1.125750e+02	1.936490e+07	1.125750e+02	5.026850e+07	1.125750e+02	-6.079120e+06
1.126000e+02	1.170208e+07	1.126000e+02	-2.816352e+06	1.126000e+02	3.294590e+07	1.126000e+02	7.335727e+07	1.126000e+02	-1.185838e+08	1.126000e+02	2.673401e+07	1.126000e+02	3.067378e+07	1.126000e+02	2.792680e+07	1.126000e+02	2.337906e+07
1.126500e+02	5.940478e+07	1.126500e+02	1.679939e+08	1.126500e+02	6.811949e+07	1.126500e+02	-3.790393e+07	1.126500e+02	1.266655e+08	1.126500e+02	1.112678e+08	1.126500e+02	1.360338e+07	1.126500e+02	-3.846840e+07	1.126500e+02	6.396047e+07
1.127500e+02	2.394112e+07	1.127500e+02	4.224342e+07	1.127500e+02	-4.086559e+07	1.127500e+02	3.132475e+07	1.127500e+02	6.044375e+07	1.127500e+02	8.213020e+06	1.127500e+02	1.137864e+07	1.127500e+02	6.946788e+06	1.127500e+02	7.184420e+07
1.128500e+02	3.841925e+07	1.128500e+02	1.889137e+06	1.128500e+02	8.178090e+07	1.128500e+02	5.106570e+07	1.128500e+02	8.066343e+07	1.128500e+02	7.000526e+07	1.128500e+02	8.663533e+06	1.128500e+02	-3.775051e+07	1.128500e+02	5.103658e+07
1.129500e+02	3.368337e+07	1.129500e+02	5.671505e+06	1.129500e+02	1.832179e+07	1.129500e+02	5.147928e+07	1.129500e+02	-1.092205e+07	1.129500e+02	6.481769e+07	1.129500e+02	8.712041e+06	1.129500e+02	1.089874e+08	1.129500e+02	2.239927e+07
1.132500e+02	1.788061e+07	1.132500e+02	1.797129e+07	1.132500e+02	2.651738e+07	1.132500e+02	6.072902e+07	1.132500e+02	1.301284e+07	1.132500e+02	2.707927e+07	1.132500e+02	5.121119e+07	1.132500e+02	2.973930e+06	1.132500e+02	-5.645006e+07
1.135500e+02	3.141365e+07	1.135500e+02	1.525144e+07	1.135500e+02	1.177936e+07	1.135500e+02	5.645257e+07	1.135500e+02	6.083966e+07	1.135500e+02	8.353785e+07	1.135500e+02	1.018390e+07	1.135500e+02	-1.287909e+07	1.135500e+02	2.614354e+07
1.138500e+02	5.518132e+07	1.138500e+02	1.290404e+08	1.138500e+02	3.495321e+07	1.138500e+02	8.394977e+07	1.138500e+02	8.651212e+07	1.138500e+02	1.692775e+07	1.138500e+02	3.797427e+07	1.138500e+02	6.947686e+07	1.138500e+02	-1.738379e+07
1.141500e+02	3.578040e+07	1.141500e+02	5.030894e+07	1.141500e+02	-2.315556e+06	1.141500e+02	-1.210837e+06	1.141500e+02	7.728320e+07	1.141500e+02	4.537891e+07	1.141500e+02	1.535694e+08	1.141500e+02	5.578859e+06	1.141500e+02	-4.234969e+07
1.142500e+02	3.372560e+07	1.142500e+02	2.982607e+07	1.142500e+02	1.524133e+07	1.142500e+02	4.131195e+07	1.142500e+02	7.620369e+06	1.142500e+02	1.122025e+06	1.142500e+02	-1.666611e+07	1.142500e+02	1.774465e+08	1.142500e+02	1.390267e+07
1.143500e+02	4.533450e+07	1.143500e+02	2.395090e+07	1.143500e+02	1.077825e+08	1.143500e+02	3.623933e+06	1.143500e+02	4.157318e+07	1.143500e+02	7.293446e+07	1.143500e+02	-5.974609e+07	1.143500e+02	1.128670e+08	1.143500e+02	5.969014e+07
1.144000e+02	7.461462e+07	1.144000e+02	5.125765e+07	1.144000e+02	1.226422e+08	1.144000e+02	9.487628e+07	1.144000e+02	7.736307e+07	1.144000e+02	8.047821e+07	1.144000e+02	5.043174e+07	1.144000e+02	-2.146985e+07	1.144000e+02	1.413377e+08
1.144250e+02	3.240455e+07	1.144250e+02	9.802754e+07	1.144250e+02	-1.168311e+07	1.144250e+02	7.686857e+07	1.144250e+02	1.848557e+07	1.144250e+02	4.301179e+07	1.144250e+02	5.276283e+07	1.144250e+02	-5.273960e+07	1.144250e+02	3.450279e+07
1.144500e+02	2.124713e+07	1.144500e+02	7.726236e+07	1.144500e+02	-5.853957e+06	1.144500e+02	5.878142e+07	1.144500e+02	-5.988315e+07	1.144500e+02	-1.571746e+08	1.144500e+02	3.246542e+07	1.144500e+02	8.247958e+07	1.144500e+02	1.419000e+08
1.144750e+02	2.820006e+07	1.144750e+02	6.917004e+06	1.144750e+02	7.004688e+06	1.144750e+02	6.241151e+07	1.144750e+02	4.621218e+07	1.144750e+02	3.103334e+07	1.144750e+02	5.690658e+07	1.144750e+02	-3.045763e+07	1.144750e+02	4.557278e+07
1.145000e+02	4.993844e+07	1.145000e+02	1.106256e+08	1.145000e+02	4.609449e+07	1.145000e+02	5.654159e+07	1.145000e+02	-9.878992e+06	1.145000e+02	9.599138e+07	1.145000e+02	-3.399210e+07	1.145000e+02	1.130774e+07	1.145000e+02	1.228178e+08
1.145250e+02	2.944156e+07	1.145250e+02	1.011923e+08	1.145250e+02	2.134963e+07	1.145250e+02	-1.036521e+08	1.145250e+02	7.910363e+07	1.145250e+02	3.783103e+07	1.145250e+02	5.958011e+07	1.145250e+02	-3.278014e+07	1.145250e+02	7.290800e+07
1.145500e+02	3.153882e+07	1.145500e+02	9.157186e+07	1.145500e+02	3.781412e+07	1.145500e+02	5.809696e+07	1.145500e+02	4.516504e+07	1.145500e+02	1.036772e+07	1.145500e+02	-1.219527e+07	1.145500e+02	5.421484e+07	1.145500e+02	-3.272475e+07
1.145750e+02	4.073825e+07	1.145750e+02	4.942122e+07	1.145750e+02	6.757040e+07	1.145750e+02	8.877287e+07	1.145750e+02	2.772712e+07	1.145750e+02	-5.625890e+07	1.145750e+02	5.871070e+07	1.145750e+02	8.294540e+07	1.145750e+02	7.017182e+06
1.146000e+02	5.940979e+06	1.146000e+02	6.918529e+07	1.146000e+02	-6.628427e+07	1.146000e+02	-7.790597e+07	1.146000e+02	1.001013e+08	1.146000e+02	4.856078e+07	1.146000e+02	-3.511612e+07	1.146000e+02	1.954695e+07	1.146000e+02	-1.056013e+07
1.146500e+02	3.480827e+07	1.146500e+02	1.014059e+08	1.146500e+02	2.139676e+07	1.146500e+02	-2.491286e+07	1.146500e+02	2.784048e+07	1.146500e+02	3.011758e+07	1.146500e+02	1.178169e+08	1.146500e+02	-3.978944e+07	1.146500e+02	4.459083e+07
1.147500e+02	4.667385e+07	1.147500e+02	9.212712e+06	1.147500e+02	1.045975e+08	1.147500e+02	1.247701e+08	1.147500e+02	1.672840e+07	1.147500e+02	6.348949e+07	1.147500e+02	3.833252e+07	1.147500e+02	-2.400785e+07	1.147500e+02	4.026796e+07
1.148500e+02	4.930688e+07	1.148500e+02	-2.547827e+07	1.148500e+02	1.087889e+08	1.148500e+02	1.242891e+07	1.148500e+02	8.192600e+07	1.148500e+02	-8.099903e+06	1.148500e+02	1.506973e+08	1.148500e+02	4.120211e+07	1.148500e+02	3.299002e+07
1.149500e+02	4.028603e+06	1.149500e+02	-2.084123e+07	1.149500e+02	6.273555e+07	1.149500e+02	7.514955e+06	1.149500e+02	-2.346411e+07	1.149500e+02	7.632501e+07	1.149500e+02	1.776493e+07	1.149500e+02	-5.022132e+07	1.149500e+02	-3.758496e+07
1.152500e+02	-7.071767e+06	1.152500e+02	-2.548657e+07	1.152500e+02	1.203811e+07	1.152500e+02	3.863794e+07	1.152500e+02	-9.689152e+07	1.152500e+02	9.304633e+06	1.152500e+02	-3.793115e+07	1.152500e+02	9.821740e+07	1.152500e+02	-5.446298e+07
1.155500e+02	4.748300e+07	1.155500e+02	6.435130e+07	1.155500e+02	-1.785134e+07	1.155500e+02	6.076264e+07	1.155500e+02	5.905496e+07	1.155500e+02	1.206794e+08	1.155500e+02	1.988572e+07	1.155500e+02	7.363710e+07	1.155500e+02	-6.558020e+05
1.158500e+02	4.058737e+07	1.158500e+02	-3.403376e+07	1.158500e+02	5.658197e+07	1.158500e+02	7.553372e+07	1.158500e+02	3.341380e+07	1.158500e+02	5.503798e+07	1.158500e+02	5.095655e+07	1.158500e+02	1.006631e+08	1.158500e+02	-1.345441e+07
1.161500e+02	3.792762e+07	1.161500e+02	2.661367e+07	1.161500e+02	2.252582e+06	1.161500e+02	2.468955e+07	1.161500e+02	9.468219e+07	1.161500e+02	4.982129e+07	1.161500e+02	6.362842e+07	1.161500e+02	-2.029080e+07	1.161500e+02	6.202404e+07
1.162500e+02	6.692187e+07	1.162500e+02	3.452433e+07	1.162500e+02	7.984674e+07	1.162500e+02	5.190951e+07	1.162500e+02	1.456644e+08	1.162500e+02	5.364913e+07	1.162500e+02	9.497636e+07	1.162500e+02	6.918750e+07	1.162500e+02	5.616981e+06
1.163500e+02	2.836889e+07	1.163500e+02	-1.217016e+07	1.163500e+02	2.275990e+06	1.163500e+02	2.580515e+07	1.163500e+02	-2.726183e+07	1.163500e+02	4.335824e+07	1.163500e+02	1.161652e+08	1.163500e+02	-1.805595e+07	1.163500e+02	9.683449e+07
1.164000e+02	2.846801e+07	1.164000e+02	2.099365e+07	1.164000e+02	7.799024e+07	1.164000e+02	-5.433041e+07	1.164000e+02	1.482078e+07	1.164000e+02	1.072736e+08	1.164000e+02	-5.607610e+07	1.164000e+02	1.181845e+08	1.164000e+02	-1.112190e+06
1.164250e+02	2.331271e+07	1.164250e+02	6.532626e+07	1.164250e+02	6.940171e+07	1.164250e+02	-2.487959e+07	1.164250e+02	-2.469318e+06	1.164250e+02	-3.313149e+07	1.164250e+02	1.213911e+08	1.164250e+02	-3.590634e+07	1.164250e+02	2.676933e+07
1.164500e+02	2.583813e+07	1.164500e+02	8.402361e+07	1.164500e+02	-3.761802e+07	1.164500e+02	2.497102e+07	1.164500e+02	-5.064288e+07	1.164500e+02	3.471617e+01	1.164500e+02	7.030666e+06	1.164500e+02	7.937079e+07	1.164500e+02	9.956979e+07
1.164750e+02	5.001156e+07	1.164750e+02	6.392753e+07	1.164750e+02	3.523248e+07	1.164750e+02	-9.149210e+07	1.164750e+02	5.489769e+07	1.164750e+02	7.402293e+07	1.164750e+02	1.180036e+08	1.164750e+02	4.694390e+07	1.164750e+02	9.855643e+07
1.165000e+02	5.068303e+07	1.165000e+02	5.270078e+07	1.165000e+02	9.323882e+07	1.165000e+02	5.132386e+07	1.165000e+02	1.393123e+08	1.165000e+02	6.021905e+07	1.165000e+02	8.044427e+07	1.165000e+02	-6.278744e+07	1.165000e+02	-8.987389e+06
1.165250e+02	3.041852e+07	1.165250e+02	-1.118887e+07	1.165250e+02	3.696656e+07	1.165250e+02	9.571475e+07	1.165250e+02	3.113376e+07	1.165250e+02	5.148239e+07	1.165250e+02	4.380758e+07	1.165250e+02	-1.208241e+06	1.165250e+02	-3.359740e+06
1.165500e+02	-8.278838e+05	1.165500e+02	-1.780363e+07	1.165500e+02	-1.725846e+07	1.165500e+02	2.514514e+07	1.165500e+02	2.496120e+06	1.165500e+02	-5.845496e+07	1.165500e+02	4.752857e+07	1.165500e+02	2.415965e+07	1.165500e+02	-1.243550e+07
1.165750e+02	3.179506e+07	1.165750e+02	8.383613e+07	1.165750e+02	-2.073729e+07	1.165750e+02	3.386762e+07	1.165750e+02	5.527133e+07	1.165750e+02	5.493124e+07	1.165750e+02	-2.383430e+07	1.165750e+02	6.197306e+07	1.165750e+02	9.052700e+06
1.166000e+02	1.087938e+07	1.166000e+02	7.270635e+07	1.166000e+02	4.367814e+07	1.166000e+02	7.183988e+06	1.166000e+02	4.668628e+07	1.166000e+02	-7.907148e+06	1.166000e+02	-1.250517e+08	1.166000e+02	2.704989e+07	1.166000e+02	2.268928e+07
1.166500e+02	3.316996e+07	1.166500e+02	-4.251325e+07	1.166500e+02	1.618023e+07	1.166500e+02	-2.171029e+07	1.166500e+02	5.064630e+07	1.166500e+02	1.086612e+08	1.166500e+02	4.782592e+07	1.166500e+02	1.130645e+08	1.166500e+02	-6.794891e+06
1.167500e+02	2.459732e+07	1.167500e+02	-5.036830e+07	1.167500e+02	-1.503854e+07	1.167500e+02	5.667718e+07	1.167500e+02	2.535908e+06	1.167500e+02	2.930391e+07	1.167500e+02	5.253054e+07	1.167500e+02	5.013652e+07	1.167500e+02	7.100138e+07
1.168500e+02	4.220805e+07	1.168500e+02	1.079310e+08	1.168500e+02	3.993199e+07	1.168500e+02	-2.403757e+07	1.168500e+02	8.809301e+07	1.168500e+02	4.744907e+07	1.168500e+02	1.421374e+07	1.168500e+02	2.081015e+07	1.168500e+02	4.327299e+07
1.169500e+02	3.960668e+05	1.169500e+02	1.798209e+07	1.169500e+02	7.010404e+06	1.169500e+02	-5.085793e+07	1.169500e+02	-3.048055e+07	1.169500e+02	5.643619e+07	1.169500e+02	5.724572e+07	1.169500e+02	-4.394484e+07	1.169500e+02	-1.022255e+07
